0050002_ses-1	0.0968723
0050003_ses-1	0.252774
0050004_ses-1	0.116707
0050005_ses-1	0.123766
0050006_ses-1	0.123793
0050007_ses-1	0.136178
0050008_ses-1	0.147019
0050009_ses-1	0.133606
0050010_ses-1	0.112704
0050011_ses-1	0.0594074
0050012_ses-1	0.0884907
0050013_ses-1	0.233224
0050014_ses-1	0.052045
0050015_ses-1	0.0844846
0050016_ses-1	0.0870388
0050017_ses-1	0.298514
0050019_ses-1	0.19066
0050020_ses-1	0.0973783
0050022_ses-1	0.0774797
0050023_ses-1	0.116103
0050024_ses-1	0.0722737
0050025_ses-1	0.0843929
0050026_ses-1	0.316385
0050027_ses-1	0.128674
0050028_ses-1	0.204958
0050029_ses-1	0.0800484
0050030_ses-1	0.0883929
0050031_ses-1	0.139661
0050032_ses-1	0.0613961
0050033_ses-1	0.106404
0050034_ses-1	0.153158
0050035_ses-1	0.154307
0050036_ses-1	0.0875043
0050037_ses-1	0.0718818
0050038_ses-1	0.131323
0050039_ses-1	0.610097
0050040_ses-1	0.0823019
0050041_ses-1	0.0858441
0050042_ses-1	0.134711
0050043_ses-1	0.192088
0050044_ses-1	0.0864637
0050045_ses-1	0.104503
0050046_ses-1	0.117495
0050047_ses-1	0.098584
0050048_ses-1	0.180166
0050049_ses-1	0.207428
0050050_ses-1	0.0933231
0050051_ses-1	0.0982443
0050052_ses-1	0.0787124
0050053_ses-1	0.1957
0050054_ses-1	0.440194
0050055_ses-1	0.136144
0050056_ses-1	0.169555
0050057_ses-1	0.0748007
0050058_ses-1	0.075279
0050059_ses-1	0.0895514
0050060_ses-1	0.0666173
0050102_ses-1	0.181377
0050103_ses-1	0.458712
0050104_ses-1	0.0735374
0050105_ses-1	0.130273
0050106_ses-1	0.248015
0050107_ses-1	0.0582671
0050108_ses-1	0.0873926
0050109_ses-1	0.218832
0050110_ses-1	0.475795
0050111_ses-1	0.126582
0050112_ses-1	0.190525
0050113_ses-1	0.0960076
0050114_ses-1	0.103888
0050115_ses-1	0.12507
0050116_ses-1	0.0761008
0050117_ses-1	0.116039
0050118_ses-1	0.0763268
0050119_ses-1	0.182806
0050120_ses-1	0.232312
0050121_ses-1	0.12014
0050122_ses-1	0.133402
0050123_ses-1	1.22514
0050124_ses-1	0.204979
0050125_ses-1	0.101573
0050126_ses-1	0.25478
0050127_ses-1	0.107935
0050128_ses-1	0.144195
0050129_ses-1	0.126821
0050130_ses-1	0.0738086
0050131_ses-1	0.0644352
0050132_ses-1	0.0838977
0050133_ses-1	0.0650974
0050134_ses-1	0.11324
0050135_ses-1	0.509355
0050136_ses-1	0.117599
0050137_ses-1	0.127332
0050142_ses-1	0.0668192
0050143_ses-1	0.0488148
0050144_ses-1	0.0531538
0050145_ses-1	0.0795865
0050146_ses-1	0.0589325
0050147_ses-1	0.0915565
0050148_ses-1	0.066035
0050149_ses-1	0.0651425
0050150_ses-1	0.0487817
0050152_ses-1	0.0527635
0050153_ses-1	0.0777022
0050156_ses-1	0.0276782
0050157_ses-1	0.133878
0050158_ses-1	0.0374187
0050159_ses-1	0.0784243
0050160_ses-1	0.0659492
0050161_ses-1	0.167485
0050162_ses-1	0.201791
0050163_ses-1	0.177409
0050164_ses-1	0.268708
0050166_ses-1	0.0561106
0050167_ses-1	0.0353774
0050168_ses-1	0.0532774
0050169_ses-1	0.136896
0050170_ses-1	0.127842
0050171_ses-1	0.0482127
0050182_ses-1	0.0725075
0050183_ses-1	0.0351322
0050184_ses-1	0.0295585
0050185_ses-1	0.392176
0050186_ses-1	0.117464
0050187_ses-1	0.0256947
0050188_ses-1	0.0636984
0050189_ses-1	0.0364538
0050190_ses-1	0.0442846
0050191_ses-1	0.0683688
0050192_ses-1	0.556369
0050193_ses-1	0.0425109
0050194_ses-1	0.0763719
0050195_ses-1	0.047002
0050196_ses-1	0.0335119
0050197_ses-1	0.0569445
0050198_ses-1	0.116743
0050199_ses-1	0.0317598
0050200_ses-1	0.0640864
0050201_ses-1	0.0593119
0050202_ses-1	0.172225
0050203_ses-1	0.0308229
0050204_ses-1	0.0629953
0050205_ses-1	0.0328814
0050206_ses-1	0.100354
0050207_ses-1	0.152377
0050208_ses-1	0.137216
0050209_ses-1	0.0510452
0050210_ses-1	0.0383644
0050211_ses-1	0.0788979
0050212_ses-1	0.0375255
0050213_ses-1	0.0810846
0050214_ses-1	0.0379246
0050215_ses-1	0.0490598
0050216_ses-1	0.0355798
0050217_ses-1	0.0528365
0050232_ses-1	0.178476
0050233_ses-1	0.0576228
0050234_ses-1	0.0602175
0050235_ses-1	0.0837288
0050236_ses-1	0.0968337
0050237_ses-1	0.0675804
0050238_ses-1	0.0887986
0050239_ses-1	0.0988561
0050240_ses-1	0.0691337
0050241_ses-1	0.0790602
0050242_ses-1	0.586897
