"SUB_ID","QC_Left_Lateral","Comments_1","QC_Left_Medial","QC_Right_Lateral","QC_Right_Medial"
"sub-29729","","","","",""
"sub-29730","","","","",""
"sub-29731","","","","",""
"sub-29732","","","","",""
"sub-29733","","","","",""
"sub-29734","3","noise","3","3","3"
"sub-29735","","","","",""
"sub-29736","3","noise limit 2","","3",""
"sub-29737","","","","",""
"sub-29738","3","noise limit 2","","2","2"
"sub-29739","","","","",""
"sub-29740","2","noise","","",""
"sub-29741","3","noise","3","3","3"
"sub-29742","3","bad segmentation","3","3","3"
"sub-29743","3","noise","","3","2"
"sub-29744","2","noise ","","3","2"
"sub-29745","3","noise","2","3","3"
"sub-29746","","","","",""
"sub-29747","","","","",""
"sub-29748","","","","",""
"sub-29749","2","noise","","",""
"sub-29750","","","","",""
"sub-29751","3","bad segmentation","3","3","3"
"sub-29752","2","noise limit 3","","2","2"
"sub-29753","","","","",""
"sub-29754","","","","",""
"sub-29755","","","","",""
"sub-29756","","incomplete temporal","","3","3"
"sub-29757","","","","",""
"sub-29758","","","","",""
"sub-29759","","","","",""
"sub-29794","2","some scalp","","",""
"sub-29795","2","some scalp","2","2",""
"sub-29796","2","some scalp","","",""
"sub-29797","","some scalp","","",""
"sub-29798","2","some scalp","","2",""
"sub-29799","3","scalp","","3",""
"sub-29800","","some scalp","","2",""
"sub-29864","2","noise, some scalp","2","3","2"
"sub-29865","2","noise","2","3","3"
"sub-29866","2","noise","2","2","2"
"sub-29867","","noise, some scalp","2","3","2"
"sub-29868","","noise","2","2",""
"sub-29869","2","noise","2","2","2"
"sub-29870","2","noise, scalp","2","3","3"
"sub-29871","3","noise","3","3","3"
"sub-29872","2","noise","2","2","2"
"sub-29873","3","noise","3","3","3"
"sub-29874","2","noise","2","2","2"
"sub-29875","3","noise","3","3","3"
"sub-29876","","some scalp","","",""
"sub-29877","2","noise","2","2","2"
"sub-29878","3","bad segmentation","3","3","3"
"sub-29879","3","noise","2","2","2"
"sub-29881","3","noise","3","3","3"
"sub-29882","3","noise","3","3","3"
"sub-29883","3","noise","3","3","3"
"sub-29884","3","noise","3","3","3"
"sub-29885","2","noise","2","3","3"
"sub-29886","2","noise limit 3","2","2","2"
"sub-29887","3","noise","2","2","2"
"sub-29888","","noise","","2","2"
"sub-29889","3","noise","3","3","2"
"sub-29890","2","noise","3","3","2"
"sub-29891","2","noise","2","3","3"
"sub-29892","2","noise","2","2","2"
"sub-29893","3","noise temporal","3","3","3"
"sub-29894","3","bad segmentation","3","3","3"
"sub-29895","2","noise","2","3","2"
"sub-29896","3","temporal noise","2","2","2"
"sub-29897","3","noise scalp temporal","3","3","3"
"sub-29898","3","noise","2","2","2"
"sub-29899","2","noise temporal","2","3","3"
"sub-29900","3","noise temporal scalp","3","3","3"
"sub-29901","2","noise limit 2","2","3","2"
"sub-29902","3","bad segmentation","3","3","3"
"sub-29903","","","","",""
"sub-29904","2","noise","2","2","2"
"sub-29905","2","noise","2","2","2"
"sub-29906","","","","",""
"sub-29907","","","","",""
"sub-29908","3","bad segmentation","3","3","3"
"sub-29909","3","noise temporal","3","3","3"
"sub-29910","2","noise","3","3","2"
"sub-29911","2","noise","2","2","2"
"sub-29912","2","noise","","2","2"
"sub-29913","","noise temporal","2","2",""
"sub-29914","3","bad segmentation","3","3","3"
"sub-29915","3","bad segmentation","3","3","3"
"sub-29916","3","noise limit 2","2","2","2"
"sub-29917","2","some scalp temporal","2","2","2"
"sub-29997","","some noise, some scalp","2","2",""
"sub-29998","","","","",""
"sub-29999","3","noise","3","3","3"
"sub-30000","","noise","2","",""
"sub-30001","","noise","2","",""
"sub-30002","3","noise","3","3","3"
"sub-30003","","","","",""
"sub-30004","","","","",""
"sub-30005","","","","",""
"sub-30006","","","","",""
"sub-30007","","","","",""
"sub-30008","","","","",""
"sub-30009","3","noise scalp","3","3","2"
"sub-30010","","","","",""
"sub-30011","","noise","2","",""
"sub-30012","","","","",""
"sub-30013","","","","",""
"sub-30014","","","","",""
"sub-30015","","","","",""
"sub-30016","","","","",""
"sub-30017","","noise","","2",""
"sub-30018","","","","",""
"sub-30019","","","","",""
"sub-30020","","","","",""
"sub-30021","","","","",""
"sub-30022","3","noise","3","3","3"
"sub-30023","","noise","","2",""
"sub-30024","","","","",""
"sub-30026","","","","",""
"sub-30027","3","noise scalp","3","3","3"
"sub-30028","","","","",""
"sub-30029","","some scalp","","2","2"
"sub-30144","","","","",""
"sub-30146","","","","",""
"sub-30147","","","","",""
"sub-30148","","","","",""
"sub-30149","","","","",""
"sub-30150","","","","",""
"sub-30151","","","","",""
"sub-30154","","","","",""
"sub-30155","","","","",""
"sub-30156","","","","",""
"sub-30157","","","","",""
"sub-30158","","","","",""
"sub-30159","","","","",""
"sub-30160","","","","",""
"sub-30161","","","","",""
"sub-30162","","","","",""
"sub-30163","","","","",""
"sub-30164","","","","",""
"sub-30165","","","","",""
"sub-30166","","","","",""
"sub-30167","","","","",""
"sub-50002_ses-1","","","","",""
"sub-50002_ses-2","","","","",""
"sub-50005_ses-1","","","","",""
"sub-50005_ses-2","","","","",""
"sub-50006_ses-1","","","","",""
"sub-50006_ses-2","","","","",""
"sub-50007_ses-1","2","noise","2","",""
"sub-50007_ses-2","","","","",""
"sub-50013_ses-1","","","","",""
"sub-50013_ses-2","","noise","","",""
"sub-50026_ses-1","","","","",""
"sub-50026_ses-2","","","","",""
"sub-50027_ses-1","","","","",""
"sub-50027_ses-2","","","","",""
"sub-50028_ses-1","","","","",""
"sub-50028_ses-2","","","","",""
"sub-50029_ses-1","","","","",""
"sub-50029_ses-2","","","","",""
"sub-50031_ses-1","2","noise","","2",""
"sub-50031_ses-2","","","","",""
"sub-50035_ses-1","","","","",""
"sub-50035_ses-2","","","","",""
"sub-50038_ses-1","","","","",""
"sub-50038_ses-2","","","","",""
"sub-50047_ses-1","","","","",""
"sub-50047_ses-2","2","noise","","2",""
"sub-50048_ses-1","","","","",""
"sub-50048_ses-2","","","","",""
"sub-50049_ses-1","","","","",""
"sub-50049_ses-2","","","","",""
"sub-50050_ses-1","","","","",""
"sub-50050_ses-2","","","","",""
"sub-50051_ses-1","","","","",""
"sub-50051_ses-2","","","","",""
"sub-51209_ses-1","3","noise","3","3","3"
"sub-51209_ses-2","","","","",""
"sub-51215_ses-1","2","noise","","2",""
"sub-51215_ses-2","","","","",""
"sub-51231_ses-1","","","","",""
"sub-51231_ses-2","","","","",""
"sub-51234_ses-1","","","","",""
"sub-51234_ses-2","2","noise","2","3","3"
"sub-51235_ses-1","","","","",""
"sub-51235_ses-2","","","","",""
"sub-51236_ses-1","","","","",""
"sub-51236_ses-2","","","","",""
"sub-51243_ses-1","3","bad","3","3","3"
"sub-51243_ses-2","","","","",""
"sub-51244_ses-2","3","noise","3","3","3"
"sub-51246_ses-2","","","","",""
"sub-51247_ses-2","","","","",""
"sub-51258_ses-1","3","noise","2","3","2"
"sub-51258_ses-2","2","noise","","2",""
"sub-51270_ses-1","3","bad","3","3","3"
"sub-51270_ses-2","","","","",""
"sub-51274_ses-1","3","noise","2","2","2"
"sub-51274_ses-2","","","","",""
"sub-51292_ses-1","3","noise","2","2","2"
"sub-51292_ses-2","3","noise","3","3","3"
"sub-51294_ses-1","","","","",""
"sub-51294_ses-2","","","","",""
"sub-51298_ses-1","","","","",""
"sub-51298_ses-2","","","","",""
"sub-51300_ses-1","","","","",""
"sub-51300_ses-2","","","","",""
"sub-51307_ses-1","","","","",""
"sub-51307_ses-2","","","","",""
"sub-51312_ses-1","3","bad segmentation","3","3","3"
"sub-51312_ses-2","","","","",""
"sub-51313_ses-1","","","","",""
"sub-51313_ses-2","","","","",""
"sub-51315_ses-1","","","","",""
"sub-51315_ses-2","","","","",""
