sub-28675_ses-1	0.0406725
sub-28676_ses-1	0.07740295
sub-28677_ses-1	0.08056905
sub-28678_ses-1	0.122513
sub-28679_ses-1	0.0722508
sub-28680_ses-1	0.193813
sub-28681_ses-1	0.0384776
sub-28681_ses-2	0.0384776
sub-28682_ses-1	0.125215
sub-28683_ses-1	0.04129895
sub-28683_ses-2	0.04129895
sub-28684_ses-1	0.05760045
sub-28685_ses-1	0.1329465
sub-28686_ses-1	0.060687
sub-28687_ses-1	0.06121335
sub-28687_ses-2	0.06121335
sub-28688_ses-1	0.059781150000000005
sub-28689_ses-1	0.149796
sub-28690_ses-1	0.0667763
sub-28691_ses-1	0.0837368
sub-28692_ses-1	0.0775788
sub-28693_ses-1	0.339287
sub-28694_ses-1	0.0854004
sub-28695_ses-1	0.060739
sub-28696_ses-1	0.0564892
sub-28697_ses-1	0.0733701
sub-28698_ses-1	0.08652155
sub-28699_ses-1	0.040403800000000004
sub-28700_ses-1	0.0498745
sub-28701_ses-1	0.0631702
sub-28702_ses-1	0.10081555
sub-28703_ses-1	0.0765166
sub-28704_ses-1	0.04827625
sub-28705_ses-1	0.053245299999999995
sub-28705_ses-2	0.06961145
sub-28706_ses-1	0.061003650000000006
sub-28707_ses-1	0.06864155
sub-28708_ses-1	0.148961
sub-28709_ses-1	0.0423917
sub-28710_ses-1	0.068675
sub-28711_ses-1	0.157271
sub-28711_ses-2	0.157271
sub-28712_ses-1	0.0871068
sub-28712_ses-2	0.0871068
sub-28713_ses-1	0.0415199
sub-28713_ses-2	0.0415199
sub-28714_ses-1	0.0572286
sub-28715_ses-1	0.1128885
sub-28716_ses-1	0.0446823
sub-28717_ses-1	0.127988
sub-28718_ses-1	0.07095065
sub-28719_ses-1	0.0641045
sub-28720_ses-1	0.0468677
sub-28721_ses-1	0.0511776
sub-28722_ses-1	0.0388817
sub-28723_ses-1	0.0799513
sub-28724_ses-1	0.0997994
sub-28725_ses-1	0.0700729
sub-28726_ses-1	0.0551807
sub-28727_ses-1	0.0670141
sub-28728_ses-1	0.0747634
sub-28729_ses-1	0.0549982
sub-28730_ses-1	0.0583477
sub-28731_ses-1	0.0597512
sub-28732_ses-1	0.0706031
sub-28733_ses-1	0.042322
sub-28742_ses-1	0.0631072
sub-28743_ses-1	0.0725772
sub-28744_ses-1	0.100107
sub-28746_ses-1	0.0365076
sub-28747_ses-1	0.0839129
sub-28748_ses-1	0.0501296
sub-28749_ses-1	0.0660536
sub-28750_ses-1	0.111841
sub-28752_ses-1	0.0460993
sub-28753_ses-1	0.0585416
sub-28754_ses-1	0.0942088
sub-28760_ses-1	0.0466447
sub-28784_ses-1	0.466836
sub-28785_ses-1	0.0885674
sub-28786_ses-1	0.226545
sub-28787_ses-1	0.045667
sub-28788_ses-1	0.093101
sub-28789_ses-1	0.0657085
sub-28790_ses-1	0.160864
sub-28791_ses-1	0.0582516
sub-28792_ses-1	0.0507354
sub-28793_ses-1	0.157406
sub-28794_ses-1	0.0493672
sub-28795_ses-1	0.0307258
sub-28796_ses-1	0.0520637
sub-28797_ses-1	0.0604622
sub-28798_ses-1	0.115354
sub-28799_ses-1	0.715429
sub-28800_ses-1	0.155653
sub-28801_ses-1	0.0764663
sub-28802_ses-1	0.12822
sub-28803_ses-1	0.0725816
sub-28804_ses-1	0.0895035
sub-28805_ses-1	0.102054
sub-28806_ses-1	0.0648317
sub-28807_ses-1	0.0771291
sub-28808_ses-1	0.112148
sub-28809_ses-1	0.151731
sub-28810_ses-1	0.0485262
sub-28811_ses-1	0.212331
sub-28812_ses-1	0.343654
sub-28813_ses-1	0.0642283
sub-28814_ses-1	0.0968674
sub-28815_ses-1	0.162442
sub-28816_ses-1	0.189951
sub-28817_ses-1	0.119976
sub-28818_ses-1	0.807056
sub-28819_ses-1	0.801247
sub-28820_ses-1	0.0835279
sub-28821_ses-1	0.285296
sub-28822_ses-1	0.102504
sub-28823_ses-1	0.756253
sub-28824_ses-1	0.0605588
sub-28825_ses-1	0.149089
sub-28826_ses-1	0.0843874
sub-28827_ses-1	0.0749407
sub-28828_ses-1	0.0459326
sub-28829_ses-1	0.0562206
sub-28830_ses-1	0.261124
sub-28831_ses-1	0.501729
sub-28832_ses-1	1.65255
sub-28834_ses-1	0.365008
sub-28835_ses-1	0.111929
sub-28836_ses-1	0.12665
sub-28837_ses-1	0.0393117
sub-28838_ses-1	0.112511
sub-28839_ses-1	0.326231
sub-28840_ses-1	0.353408
sub-28841_ses-1	0.173904
sub-28842_ses-1	0.140351
sub-28843_ses-1	0.0569455
sub-28844_ses-1	0.0756078
sub-28845_ses-1	0.0509137
sub-28846_ses-1	0.072412
sub-28847_ses-1	0.0814839
sub-28852_ses-1	0.1033
sub-28853_ses-1	0.0828902
sub-28854_ses-1	0.0559924
sub-28855_ses-1	0.0613365
sub-28856_ses-1	0.204421
sub-28857_ses-1	0.0459366
sub-28858_ses-1	0.144045
sub-28859_ses-1	0.0646556
sub-28860_ses-1	0.0385003
sub-28861_ses-1	0.0352355
sub-28862_ses-1	0.192604
sub-28863_ses-1	0.0789897
sub-28864_ses-1	0.0275188
sub-28865_ses-1	0.0428307
sub-28866_ses-1	0.0585441
sub-28867_ses-1	0.0239399
sub-28868_ses-1	0.026024
sub-28869_ses-1	0.0672737
sub-28870_ses-1	0.0220435
sub-28871_ses-1	0.0833307
sub-28872_ses-1	0.0638827
sub-28873_ses-1	0.0340745
sub-28874_ses-1	0.048602
sub-28875_ses-1	0.221669
sub-28876_ses-1	0.0546235
sub-28877_ses-1	0.058633
sub-28878_ses-1	0.0382114
sub-28879_ses-1	0.0651941
sub-28880_ses-1	0.0339832
sub-28881_ses-1	0.0662462
sub-28882_ses-1	0.032328
sub-28883_ses-1	0.0779239
sub-28884_ses-1	0.0377065
sub-28885_ses-1	0.0789516
sub-28886_ses-1	0.151626
sub-28887_ses-1	0.332696
sub-28888_ses-1	0.0574008
sub-28889_ses-1	0.102905
sub-28890_ses-1	0.0800788
sub-28891_ses-1	0.0576609
sub-28892_ses-1	0.249822
sub-28893_ses-1	0.0498434
sub-28894_ses-1	0.0307243
sub-28895_ses-1	0.0399367
sub-28896_ses-1	0.0713872
sub-28897_ses-1	0.0464188
sub-28898_ses-1	0.0939965
sub-28899_ses-1	0.0843656
sub-28900_ses-1	0.0834699
sub-28901_ses-1	0.0417565
sub-28902_ses-1	0.0540574
sub-28903_ses-1	0.0399717
sub-28904_ses-1	0.0479529
sub-28905_ses-1	0.133182
sub-28906_ses-1	0.0423717
sub-28907_ses-1	0.184361
sub-28908_ses-1	0.059327
sub-28909_ses-1	0.108563
sub-28920_ses-1	0.0744482
